uri,casNumber,references,type,notation,prefLabel,altLabel,definition,collections,inScheme,theme,seeAlso,topConceptOf
CMA_2_I_B.2,,,skos:Concept,CMA/2/I/B.2,Elementen met atomaire absorptie spectrometrie met grafietoven (ET-AAS),,"De methode beschrijft de bepaling van de elementen Ag, Al, As, Cd, Co, Cr, Cu, Fe, Mn, Mo, Ni, Pb, Se, Tl, V en Zn in grondwater, destructievloeistoffen en eluaten, gebruikmakend van atomaire absorptie spectrometrie met electrothermische atomisatie in een grafietoven|De methode beschrijft de bepaling van de elementen Ag, Al, As, Cd, Co, Cr, Cu, Fe, Mn, Mo, Ni, Pb, Se, Tl, V en Zn in grondwater, destructievloeistoffen en eluaten, gebruikmakend van atomaire absorptie spectrometrie met electrothermische atomisatie in een grafietoven.",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_B.2.pdf,conceptscheme:observatieprocedure
CMA_2_I_B.3,,,skos:Concept,CMA/2/I/B.3,Kwik,,"Deze procedure beschrijft de bepaling van kwik in grondwater, eluaten en destructievloeistoffen. |Deze procedure beschrijft de bepaling van kwik in grondwater, eluaten en destructievloeistoffen. Deze procedure beschrijft 2 normmethoden voor de bepaling van Hg: • NBN EN ISO 12846:2012 Water quality – Determination of mercury – Method using atomic absorption spectrometry (AAS) with and without enrichment. • NBN EN ISO 17852:2008 Water quality - Determination of mercury – Method using atomic fluorescence spectrometry (AFS)",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_B.3.pdf,conceptscheme:observatieprocedure
CMA_2_I_B.5,,,skos:Concept,CMA/2/I/B.5,Elementen met inductief gekoppeld plasma massa spectrometrie (ICP-MS),,"Deze procedure beschrijft een methode voor de bepaling van aluminium, antimoon, arseen, barium, beryllium, bismuth, boor, cadmium, cesium, calcium, cerium, chroom, , dysprosium, erbium, europium, fosfor, gadolnium, gallium, germanium, goud, hafnium, holmium, ijzer, indium, iridium, kalium, kobalt, koper, kwik, lanthanum, lithium, lood, lutetium, magnesium, mangaan, molybdeen, neodymium, natrium, nikkel, palladium, platinum, praseodynium, rubidium, rhenium, rhodium, ruthenium, samarium, scandium, seleen, strontium, terbium, tellurium, thorium, thallium, thulium, tin, uranium, vanadium, wolfraam, ytrrium, ytterbium, zilver, zink en zirconium in water (bijvoorbeeld drinkwater, oppervlaktewater, grondwater en afvalwater).",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_B.5.pdf,conceptscheme:observatieprocedure
CMA_2_I_B.6,11125-23-8|11133-88-3|12640-29-8|12640-30-1|12641-96-2|12733-65-2|37256-19-2|37258-85-8|37276-15-6|37368-02-8|50954-17-1|51882-60-1|7782-49-2|7783-07-5|95788-45-7,chemische_stof:BUGBHKTXTAQXES-UHFFFAOYSA-N,skos:Concept,CMA/2/I/B.6,"Antimoon, arseen en seleen met hydride atomaire absorptie spectrometrie (Hydride-AAS)",,"Deze methode beschrijft een procedure voor de bepaling van arseen, antimoon en seleen inclusief de organisch gebonden vormen. De methode is toepasbaar op grondwater, destructievloeistoffen en eluaten in een concentratiegebied van 1 tot 10 µg/l. Hogere concentraties kunnen gemeten worden door een gepaste verdunning van het watermonster|Deze methode vervangt de procedure van oktober 2019 en beschrijft een procedure voor de bepaling van arseen, antimoon en seleen inclusief de organisch gebonden vormen. ",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_B.6.pdf,conceptscheme:observatieprocedure
CMA_2_I_C,16887-00-6|16984-48-8,chemische_stof:KRHYYFGTRYWZRS-UHFFFAOYSA-M|chemische_stof:VEXZGXHMUGYJMC-UHFFFAOYSA-M,skos:Concept,CMA/2/I/C,Methoden voor bepaling van anionen,,Deze koepelnorm beschrijft de methoden voor de bepaling van de anionen.,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_C.pdf,conceptscheme:observatieprocedure
CMA_2_I_C.1.1,16984-48-8,chemische_stof:KRHYYFGTRYWZRS-UHFFFAOYSA-M,skos:Concept,CMA/2/I/C.1.1,Fluoride met ion selectieve electrode,,De beschreven methode is toepasbaar voor de analyse van grondwater en eluaten met een fluorideconcentratie van 0.2 mg/l tot 2 g/l. Fluoride concentraties in destillaten bekomen na hydropyrolyse (CMA/2/II/B.1) en absorptieoplossingen na bomverbranding (CMA/2/II/B.2) kunnen met deze methode bepaald worden. De meting met ISE is beschreven in ISO10359-1 /DIN 38405-D4 en is van toepassing mits onderstaande aanvullingen.|Deze methode beschrijft de bepaling van  fluoride met ion-selectieve electrode (ISE). ,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_C.1.1.pdf,conceptscheme:observatieprocedure
CMA_2_I_C.1.2,16984-48-8,chemische_stof:KRHYYFGTRYWZRS-UHFFFAOYSA-M,skos:Concept,CMA/2/I/C.1.2,Fotometrische bepaling van fluoride mbv een doorstroomanalysesysteem (CFA),,Deze methode beschrijft de bepaling van  fluoride met doorstroomanalyse. |Deze methode beschrijft de bepaling van opgelost fluoride met doorstroomanalyse. De beschreven methode is toepasbaar voor de analyse van grondwater en eluaten met een fluorideconcentratie ≥ 0.2 mg/l. Fluoride concentraties in destillaten bekomen na hydropyrolyse (CMA/2/II/B.1) en absorptieoplossingen na bomverbranding (CMA/2/II/B.2) kunnen met deze methode bepaald worden. De fluoride meting met de doorstroomanalyse met on-line destillatie en spectrofotometrische detectie wordt in onderstaande procedure beschreven. Opmerking: Doorstroomanalyse met potentiometrische detectie mag toegepast worden.,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_C.1.2.pdf,conceptscheme:observatieprocedure
CMA_2_I_C.2.1,373-51-3|57-12-5,chemische_stof:XFXPMWWXUTWYJX-UHFFFAOYSA-N,skos:Concept,CMA/2/I/C.2.1,Fotometrische bepaling van het totale cyanidegehalte na manuele destillatie,,De beschreven methode laat toe het totale (vrije en niet-chlooroxideerbare) cyanidegehalte te bepalen in waterige oplossingen. |De beschreven methode laat toe het totale (vrije en niet-chlooroxideerbare) cyanidegehalte te bepalen in waterige oplossingen. De niet-chlooroxideerbare cyaniden worden berekend uit het verschil tussen de totaal cyaniden en de vrije cyaniden (zie CMA/2/I/C.2.3). Indien de vrije cyaniden < 1 mg/kg ds worden deze bij de verschilberekening gelijkgesteld aan 0 (lower bound benadering). Chlooroxydeerbare worden gelijkgesteld aan vrije cyaniden. De toxiciteit van cyanideverbindingen wordt bepaald door het vermogen om CN- ionen af te splitsen en de daarmee gepaard gaande vorming van HCN.,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_C.2.1.pdf,conceptscheme:observatieprocedure
CMA_2_I_C.2.2,373-51-3|57-12-5,chemische_stof:XFXPMWWXUTWYJX-UHFFFAOYSA-N,skos:Concept,CMA/2/I/C.2.2,Totaal cyanide met behulp van continue doorstroomanalyse,,"Deze procedure beschrijft de bepaling van totaal cyanide in water (bijvoorbeeld grond-, drink, oppervlakte- en afvalwater) met behulp van continue doorstroomanalyse methode.|Deze procedure beschrijft de bepaling van totaal cyanide in water (bijvoorbeeld grond-, drink, oppervlakte- en afvalwater) met behulp van continue doorstroomanalyse methode. Het meetbereik van deze methode gaat van 10-100 µg/l. Bij hogere concentraties dient een geschikte verdunning te worden toegepast. De niet-chlooroxideerbare cyaniden worden berekend uit het verschil tussen de totaal cyaniden en de vrije cyaniden (zie CMA/2/I/C.2.3). Indien de vrije cyaniden < 1 mg/kg ds worden deze bij de verschilberekening gelijkgesteld aan 0 (lower bound benadering).",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_C.2.2.pdf,conceptscheme:observatieprocedure
CMA_2_I_C.2.3,373-51-3|57-12-5,chemische_stof:XFXPMWWXUTWYJX-UHFFFAOYSA-N,skos:Concept,CMA/2/I/C.2.3,Vrije cyanide met behulp van continue doorstroomanalyse,,"Deze procedure beschrijft de bepaling van vrij cyanide in water (bijvoorbeeld grond-, drink, oppervlakte- en afvalwater) met behulp van continue doorstroomanalyse methode. Het meetbereik van deze methode gaat van 10-100 µg/l. Bij hogere concentraties dient een geschikte verdunning te worden toegepast. Voor de bepaling van vrije cyanide in bodem en vaste/pasteuze afvalstoffen wordt een rapporteergrens van 1 mg/kg ds gehanteerd.|Deze procedure beschrijft de bepaling van vrije cyanide in water (bijvoorbeeld grond-, drink, oppervlakte- en afvalwater) met behulp van continue doorstroomanalyse methode.",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_C.2.3.pdf,conceptscheme:observatieprocedure
CMA_2_I_C.3,,,skos:Concept,CMA/2/I/C.3,"Opgeloste anionen - bromide, chloride, fluoride, nitraat, nitriet, orthofosfaat en sulfaat - door vloeistofchromatografie",,"Deze procedure beschrijft een methode voor de bepaling van opgelost bromide, chloride, fluoride, nitraat, nitriet, orthofosfaat en sulfaat in water, i.e. drinkwater, grondwater, oppervlaktewater, afvalwater, eluaten en destructieoplossingen door vloeistofchromatografie.|Deze procedure beschrijft een methode voor de bepaling van opgelost bromide, chloride, fluoride, nitraat, nitriet, orthofosfaat en sulfaat in water, i.e. drinkwater, grondwater, oppervlaktewater, afvalwater, eluaten en destructieoplossingen door vloeistofchromatografie. Het laagste meetpunt is ≥ 0.05 mg/l voor bromide en nitriet, en ≥ 0.1 mg/l voor chloride, fluoride, nitraat, orthofosfaat en sulfaat. Het laagste meetpunt is afhankelijk van de matrix en de aanwezige interferenten. Het werkgebied kan worden uitgebreid naar lagere concentraties.",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_C.3.pdf,conceptscheme:observatieprocedure
CMA_2_I_C.6,,,skos:Concept,CMA/2/I/C.6,Nitrietstikstof en nitraatstikstof en de som van beide met behulp van doorstroomanalyse,,"Deze procedure vervangt de procedure van juli 2005. Deze procedure beschrijft de bepaling van nitriet- en nitraatstikstof en de som van beide in water (bijvoorbeeld grond-, drink, oppervlakte- en afvalwater) met een continu-doorstroomanalyse (CFA) met spectrometrische detectie.",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_C.6.pdf,conceptscheme:observatieprocedure
CMA_2_I_C.7,,,skos:Concept,CMA/2/I/C.7,Opgelost chroom VI door vloeistofchromatografie,,"Deze methode beschrijft de bepaling van chroom VI in water zoals grond- en afvalwater, na ionchromatografische scheiding.|Deze methode beschrijft de bepaling van chroom VI in water zoals grond- en afvalwater, na ionchromatografische scheiding. Hierbij onderscheidt men 2 methoden: • Rechtstreekse meting met UV-detectie bij 365 nm (ISO 10304-3:1997 Water quality – Determination of dissolved anions by liquid chromatography of ions – Part 3: Determination of chromate, iodide, sulfite, thiocyanate and thiosulfate). • Colorimetrische meting met 1,5 diphenylcarbazide bij 530 nm (EPA 7199:1996 Determination of hexavalent chromium in drinking water, groundwater and industrial waste water effluents by ion chromatography). De colorimetrische methode is gevoeliger dan de rechtstreekse methode. De selectie van de methode wordt bijgevolg bepaald door de gevraagde rapporteer-/bepalingsgrens.",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_C.7.pdf,conceptscheme:observatieprocedure
CMA_2_I_C.8,14158-23-7|14798-03-9|6684-80-6,chemische_stof:QGZKDVFQNNGYKY-UHFFFAOYSA-O,skos:Concept,CMA/2/I/C.8,"Ionen met een discreet analysesysteem en spectrofotometrische detectie – ammonium, chloride, nitraat, nitriet, orthofosfaat en sulfaat",,"Deze procedure beschrijft methoden voor de automatische uitvoering van spectrofotometrische en turbidimetrische analysen met een discreet analysesysteem voor de bepaling van ammonium, chloride, nitraat, nitriet, orthofosfaat en sulfaat. De methode is toepasbaar voor drinkwater, grondwater, oppervlaktewater, afvalwater en eluaten.",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_C.8.pdf,conceptscheme:observatieprocedure
CMA_2_I_D,,,skos:Concept,CMA/2/I/D,Methoden voor bepaling van somparameters,,Deze koepelnorm beschrijft de methoden voor de bepaling van groepsparameters.,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_D.pdf,conceptscheme:observatieprocedure
CMA_2_I_D.7,,,skos:Concept,CMA/2/I/D.7,"Totaal organische koolstof (TOC), opgeloste organische koolstof (DOC) en niet-purgeerbare organische koolstof (NPOC)",,"Deze procedure geeft richtlijnen over de bepaling van het organisch koolstofgehalte in eluaten.|Totaal organische koolstof (TOC) is een maat voor het koolstofgehalte van het in het water aanwezige opgeloste en onopgeloste organische materiaal. Het geeft geen informatie over de aard van de organische substantie. Deze procedure geeft richtlijnen over de bepaling van het totaal, opgeloste en niet-purgeerbare organisch koolstofgehalte in eluaten. De procedures zoals beschreven in NBN EN 1484 en ISO 8245 zijn van toepassing mits volgende verduidelijkingen en aanvullingen.",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_D.7.pdf,conceptscheme:observatieprocedure
CMA_2_I_D.8,,,skos:Concept,CMA/2/I/D.8,Fenolindex,,De methode beschrijft de bepaling van de fenolindex in water (oa. eluaten). De term fenolindex omvat de fenolen welke na stoomdestillatie bij pH 1.4 en zonder chloroform extractie reageren met 4-aminoantipyrine.|De methode beschrijft de bepaling van de fenolindex in water (oa. eluaten). De term fenolindex omvat de fenolen welke na stoomdestillatie bij pH 1.4 en zonder chloroform extractie reageren met 4-aminoantipyrine. ,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_D.8.pdf,conceptscheme:observatieprocedure
CMA_2_I_E,14158-23-7|14798-03-9|6684-80-6,chemische_stof:QGZKDVFQNNGYKY-UHFFFAOYSA-O,skos:Concept,CMA/2/I/E,Methoden voor bepaling van kationen,,De volgende analysemethoden kunnen worden gebruikt voor de bepaling van ammonium in water (incl. extracten en destructieoplossingen).|Deze koepelnorm beschrijft de methoden voor de bepaling van kationen.,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_E.pdf,conceptscheme:observatieprocedure
CMA_2_I_E.1,14158-23-7|14798-03-9|6684-80-6,chemische_stof:QGZKDVFQNNGYKY-UHFFFAOYSA-O,skos:Concept,CMA/2/I/E.1,Ammonium stikstof door manuele spectrofotometrie,,Deze procedure beschrijft de manuele spectrofotometrische methode voor de bepaling van ammonium in water.,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_E.1.pdf,conceptscheme:observatieprocedure
CMA_2_I_E.2,14158-23-7|14798-03-9|6684-80-6,chemische_stof:QGZKDVFQNNGYKY-UHFFFAOYSA-O,skos:Concept,CMA/2/I/E.2,Ammonium stikstof met behulp van doorstroomanalyse,,"Deze procedure beschrijft de bepaling van ammonium stikstof in water (bijvoorbeeld grond-, drink, oppervlakte- en afvalwater) met een continu-doorstroomanalyse (CFA) met spectrometrische detectie.|Deze procedure beschrijft de bepaling van ammonium stikstof in water met continu-doorstroomanalyse (CFA) met spectrometrische detectie.",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_E.2.pdf,conceptscheme:observatieprocedure
CMA_2_I_E.3,,,skos:Concept,CMA/2/I/E.3,Ammonium stikstof door destillatie en titratie,,Deze procedure beschrijft een destillatie en titratiemethode voor de bepaling van ammonium in water.|Deze procedure beschrijft een destillatie- en titratiemethode voor de bepaling van ammonium in water.,collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_E.3.pdf,conceptscheme:observatieprocedure
CMA_2_I_E.4,14158-23-7|14798-03-9|6684-80-6,chemische_stof:QGZKDVFQNNGYKY-UHFFFAOYSA-O,skos:Concept,CMA/2/I/E.4,Ammonium stikstof met behulp van ion chromatografie,,"Deze procedure beschrijft de bepaling van ammonium stikstof in water (bijvoorbeeld grond-, drink, oppervlakte- en afvalwater) met ionenchromatografie.|Deze procedure beschrijft de bepaling van ammonium stikstof in water met ion chromatografie.",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_I_E.4.pdf,conceptscheme:observatieprocedure
CMA_2_II_A.1,,,skos:Concept,CMA/2/II/A.1,Watergehalte en droogrest,,"Deze procedure beschrijft een methode voor het berekenen van de droge stof fractie van slib, behandeld biologisch afval, bodem en afval waarvoor de resultaten van de uitgevoerde analyses moeten worden berekend op de droge stof basis. Afhankelijk van de aard en de herkomst van het monster, wordt de berekening gebaseerd op een bepaling van de droogrest (methode A) of een bepaling van het watergehalte (methode B). Het geldt voor monsters met meer dan 1% (massafractie) van de droogrest of meer dan 1% (massafractie) water. Methode A is van toepassing op slib, behandeld biologisch afval, bodem en afval. Methode B geldt voor vloeibaar afval en monsters die zijn besmet of vermoedelijk vluchtige stoffen bevatten, behalve voor water. Enkel methode A is van toepassing voor de analysen in uitvoering van het Materialendecreet en het Bodemsaneringsdecreet.|Deze procedure beschrijft een methode voor het berekenen van de droge stof fractie van slib, behandeld biologisch afval, bodem en afval.",collectie:bodem,conceptscheme:observatieprocedure,gemet:7884,https://reflabos.vito.be/2023/CMA_2_II_A.1.pdf,conceptscheme:observatieprocedure
